Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
602755,"Brush With Death (An Art Lover's Mystery, #3)",Hailey Lind,"Lind, Hailey",Juliet Blackwell,"=""0451221796""","=""9780451221797""",0,3.90,Signet,Mass Market Paperback,336,2007,2007,,2024/11/14,to-read,to-read (#67),to-read,,,,0,0
941705,A Reckoning,May Sarton,"Sarton, May",,"=""0393316211""","=""9780393316216""",0,4.08,W. W. Norton & Company,Paperback,256,1997,1978,,2024/11/14,to-read,to-read (#66),to-read,,,,0,0
11797414,Overdressed: The Shockingly High Cost of Cheap Fashion,Elizabeth L. Cline,"Cline, Elizabeth L.",,"=""1591844614""","=""9781591844617""",0,3.82,Portfolio Hardcover,Hardcover,244,2012,2012,,2024/11/13,to-read,to-read (#65),to-read,,,,0,0
43671670,Fashionopolis: The Price of Fast Fashion and the Future of Clothes,Dana Thomas,"Thomas, Dana",,"=""0735224013""","=""9780735224018""",0,3.89,Penguin Press,Hardcover,320,2019,2019,,2024/11/13,to-read,to-read (#64),to-read,,,,0,0
179941388,Murder at Bletchley Park (Blind Detective #8),Christina Koning,"Koning, Christina",,"=""0749030631""","=""9780749030636""",0,3.83,Allison & Busby,Kindle Edition,284,2023,,,2024/11/02,to-read,to-read (#63),to-read,,,,0,0
195820702,Lessons from the Climate Anxiety Counseling Booth: How to Live with Care and Purpose in an Endangered World,Kate Schapira,"Schapira, Kate",,"=""0306831678""","=""9780306831676""",0,4.02,Balance,Hardcover,256,2024,,,2024/11/02,to-read,to-read (#62),to-read,,,,0,0
38095281,"The Darkest Web: Drugs, Death and Destroyed Lives... The Inside Story of the Internet's Evil Twin",Eileen Ormsby,"Ormsby, Eileen",,"=""1760635510""","=""9781760635510""",0,3.95,Allen & Unwin,Kindle Edition,304,2018,2018,,2024/10/27,to-read,to-read (#61),to-read,,,,0,0
210260190,In Hot Water: Inside the battle to save the Great Barrier Reef,Paul E. Hardisty,"Hardisty, Paul E.",,"=""192304673X""","=""9781923046733""",0,4.60,Affirm Press,Kindle Edition,306,2024,,,2024/10/05,to-read,to-read (#60),to-read,,,,0,0
203138734,The Great Aussie Road Trip - New Back Roads book from the host of the popular ABC TV series: 20 spectacular trips to take around our special land,Heather Ewart,"Ewart, Heather",,"=""1460716930""","=""9781460716939""",0,4.38,ABC Books,Kindle Edition,308,2024,,,2024/10/05,to-read,to-read (#59),to-read,,,,0,0
205127356,Power of Balance: A Life of Changemaking,Kerryn Phelps,"Phelps, Kerryn",,"=""1743589409""","=""9781743589403""",0,3.75,Hardie Grant Books,Kindle Edition,341,2024,,,2024/10/05,to-read,to-read (#58),to-read,,,,0,0
200298038,How the World Ran Out of Everything: Inside the Global Supply Chain,Peter S. Goodman,"Goodman, Peter S.",,"=""0063257920""","=""9780063257924""",0,4.07,Mariner Books,Hardcover,416,2024,,,2024/10/05,to-read,to-read (#57),to-read,,,,0,0
205194469,How To Not Work Forever: Start Investing and Build a Life You Love,Natasha Etschmann,"Etschmann, Natasha",Ana Kresina,"=""1394248865""","=""9781394248865""",0,4.05,Wiley,Paperback,304,2024,,,2024/10/05,to-read,to-read (#56),to-read,,,,0,0
62563095,Wildlife in the Balance: Why animals are humanity's best hope,Simon Mustoe,"Mustoe, Simon",,"=""0645453501""","=""9780645453508""",0,4.42,Wildiaries,Paperback,346,2022,,,2024/10/05,to-read,to-read (#55),to-read,,,,0,0
176443397,"Vulture Capitalism: Corporate Crimes, Backdoor Bailouts, and the Death of Freedom",Grace Blakeley,"Blakeley, Grace",,"=""1982180854""","=""9781982180850""",0,4.15,Atria Books,Hardcover,360,2024,2024,,2024/10/05,to-read,to-read (#54),to-read,,,,0,0
203205842,Wear Next: Fashioning the future,Clare Press,"Press, Clare",,"=""1760763187""","=""9781760763183""",0,4.39,Thames & Hudson Australia,Kindle Edition,335,2023,,,2024/10/03,to-read,to-read (#53),to-read,,,,0,0
52845775,Minor Feelings: An Asian American Reckoning,Cathy Park Hong,"Hong, Cathy Park",,"=""1984820362""","=""9781984820365""",0,4.19,One World,Hardcover,209,2020,2020,,2024/09/27,to-read,to-read (#52),to-read,,,,0,0
60504972,An Immigrant's Love Letter to the West,Konstantin Kisin,"Kisin, Konstantin",,"=""1408716046""","=""9781408716045""",0,4.25,Constable,Hardcover,288,2022,2022,,2024/09/27,to-read,to-read (#51),to-read,,,,0,0
216376190,Stronger Together: Women in Cybersecurity,David Meece,"Meece, David","Emily Zakkak, Lynn Dohm, Gabrielle Botbol","=""""","=""9798218430115""",0,0.0,"Cybertech Dave Consulting, LLC",Paperback,377,2024,,,2024/09/11,to-read,to-read (#50),to-read,,,,0,0
12661583,"Simple Numbers, Straight Talk, Big Profits!: 4 Keys to Unlock Your Business Potential",Greg Crabtree,"Crabtree, Greg",Beverly Blair Harzog,"=""1608320561""","=""9781608320561""",0,4.16,MJ Lane Publishing,Hardcover,200,2011,2011,,2024/09/10,to-read,to-read (#49),to-read,,,,0,0
1258489,The Ultimate Sales Machine: Turbocharge Your Business with Relentless Focus on 12 Key Strategies,Chet Holmes,"Holmes, Chet",,"=""1591841607""","=""9781591841609""",0,3.97,Portfolio,Hardcover,272,2007,2007,,2024/09/10,to-read,to-read (#48),to-read,,,,0,0
48691943,The Great CEO Within: The Tactical Guide to Company Building,Matt Mochary,"Mochary, Matt",,"=""0578599295""","=""9780578599298""",0,4.34,Mochary Films,Kindle Edition,200,2019,,,2024/09/10,to-read,to-read (#47),to-read,,,,0,0
13152287,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting,Pamela Druckerman,"Druckerman, Pamela",Abby Craden,"=""0449010880""","=""9780449010884""",0,4.02,Random House Audio,Audiobook,10,2012,2012,,2024/09/10,to-read,to-read (#46),to-read,,,,0,0
33027982,Real Artists Don't Starve: Timeless Strategies for,Jeff Goins,"Goins, Jeff",,"=""0718086287""","=""9780718086282""",0,3.98,HarperCollins Leadership,ebook,240,2017,2017,,2024/09/10,to-read,to-read (#45),to-read,,,,0,0
32994,Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,"Semler, Ricardo",,"=""0712678867""","=""9780712678865""",0,4.10,Random House,Paperback,316,2001,1988,,2024/09/10,to-read,to-read (#44),to-read,,,,0,0
1999475,A Million Miles in a Thousand Years: What I Learned While Editing My Life,Donald Miller,"Miller, Donald",,"=""0785213066""","=""9780785213062""",0,4.13,Thomas Nelson,Hardcover,255,2009,2009,,2024/09/10,to-read,to-read (#43),to-read,,,,0,0
615570,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,"Cameron, Julia",,"=""1585421464""","=""9781585421466""",0,3.95,Jeremy P. Tarcher,Paperback,237,2002,2002,,2024/09/10,to-read,to-read (#42),to-read,,,,0,0
199017130,The Diary of a CEO: The 33 Laws of Business and Life,Steven Bartlett,"Bartlett, Steven",,"=""0593715837""","=""9780593715833""",0,4.17,Portfolio,Hardcover,368,2023,,,2024/09/10,to-read,to-read (#41),to-read,,,,0,0
145624504,Million Dollar Weekend: The Surprisingly Simple Way to Launch a 7-Figure Business in 48 Hours,Noah Kagan,"Kagan, Noah",,"=""059353977X""","=""9780593539774""",0,4.13,Portfolio,Hardcover,240,2024,,,2024/09/10,to-read,to-read (#40),to-read,,,,0,0
209455833,Main Street Millionaire: How to Make Extraordinary Wealth Buying Ordinary Businesses,Codie Sanchez,"Sanchez, Codie",,"=""0593718615""","=""9780593718612""",0,4.43,Portfolio,Hardcover,272,2024,2024,,2024/09/10,to-read,to-read (#39),to-read,,,,0,0
29430070,"The Malice of Waves (Cal McGill, Sea Detective #3)",Mark Douglas-Home,"Douglas-Home, Mark",,"=""140592361X""","=""9781405923613""",0,4.01,Penguin Books,Paperback,290,2018,2016,,2024/09/06,to-read,to-read (#38),to-read,,,,0,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",0,4.35,Scholastic Press,Hardcover,391,2009,2009,,2024/09/06,to-read,to-read (#37),to-read,,,,0,0
10600242,How to Be a Woman,Caitlin Moran,"Moran, Caitlin",,"=""0091940737""","=""9780091940737""",0,3.71,Ebury Press,Paperback,312,2011,2011,,2024/09/06,to-read,to-read (#36),to-read,,,,0,0
616141,Class Action: The Story of Lois Jenson and the Landmark Case that Changed Sexual Harassment Law,Clara Bingham,"Bingham, Clara",Laura Leedy Gansler,"=""0385496125""","=""9780385496124""",0,4.00,Doubleday,Hardcover,400,2002,2002,,2024/09/04,to-read,to-read (#35),to-read,,,,0,0
22635869,"Healthy Brain, Happy Life",Wendy Suzuki,"Suzuki, Wendy",Billie Fitzpatrick,"=""0062366785""","=""9780062366788""",0,3.65,Dey Street Books,Hardcover,320,2015,2015,,2024/08/17,to-read,to-read (#34),to-read,,,,0,0
